index,area,intensity,amount,drug type,well row,well column
0,79,153.0379746835443,10.0,LY294002,G,8
1,118,105.55932203389831,10.0,LY294002,G,8
2,73,25.54794520547945,10.0,LY294002,G,8
3,189,175.87301587301587,10.0,LY294002,G,8
4,172,18.569767441860463,10.0,LY294002,G,8
6,138,94.27536231884058,10.0,LY294002,G,8
7,188,50.898936170212764,10.0,LY294002,G,8
8,240,144.725,10.0,LY294002,G,8
9,237,123.86497890295358,10.0,LY294002,G,8
12,155,92.44516129032257,10.0,LY294002,G,8
13,197,53.746192893401016,10.0,LY294002,G,8
14,110,103.22727272727273,10.0,LY294002,G,8
15,218,18.293577981651374,10.0,LY294002,G,8
16,112,41.8125,10.0,LY294002,G,8
17,117,128.991452991453,10.0,LY294002,G,8
18,55,102.94545454545455,10.0,LY294002,G,8
19,139,65.38129496402878,10.0,LY294002,G,8
20,66,84.36363636363636,10.0,LY294002,G,8
21,220,76.05,10.0,LY294002,G,8
26,213,76.22535211267606,10.0,LY294002,G,8
27,93,70.18279569892474,10.0,LY294002,G,8
28,487,115.62833675564681,10.0,LY294002,G,8
29,54,166.53703703703704,10.0,LY294002,G,8
30,166,128.1144578313253,10.0,LY294002,G,8
31,106,130.87735849056602,10.0,LY294002,G,8
32,62,150.20967741935485,10.0,LY294002,G,8
33,165,114.7030303030303,10.0,LY294002,G,8
34,90,153.4111111111111,10.0,LY294002,G,8
35,194,91.30927835051547,10.0,LY294002,G,8
36,109,132.39449541284404,10.0,LY294002,G,8
37,60,95.16666666666667,10.0,LY294002,G,8
38,191,140.2670157068063,10.0,LY294002,G,8
39,89,154.58426966292134,10.0,LY294002,G,8
41,221,214.06787330316743,10.0,LY294002,G,8
42,81,28.432098765432098,10.0,LY294002,G,8
43,167,128.98203592814372,10.0,LY294002,G,8
44,198,128.84848484848484,10.0,LY294002,G,8
46,153,144.05882352941177,10.0,LY294002,G,8
50,90,36.93333333333333,10.0,LY294002,G,8
51,199,154.03517587939697,10.0,LY294002,G,8
53,60,151.3,10.0,LY294002,G,8
56,175,75.49142857142857,10.0,LY294002,G,8
57,210,64.93333333333334,10.0,LY294002,G,8
58,155,106.65806451612903,10.0,LY294002,G,8
59,258,161.1046511627907,10.0,LY294002,G,8
60,188,79.09042553191489,10.0,LY294002,G,8
61,143,15.006993006993007,10.0,LY294002,G,8
62,95,129.50526315789475,10.0,LY294002,G,8
63,147,89.62585034013605,10.0,LY294002,G,8
64,195,135.5076923076923,10.0,LY294002,G,8
65,133,68.92481203007519,10.0,LY294002,G,8
66,130,157.95384615384614,10.0,LY294002,G,8
67,175,47.21142857142857,10.0,LY294002,G,8
70,99,26.474747474747474,10.0,LY294002,G,8
72,202,118.60396039603961,10.0,LY294002,G,8
74,172,135.61046511627907,10.0,LY294002,G,8
75,192,145.125,10.0,LY294002,G,8
76,187,95.46524064171123,10.0,LY294002,G,8
77,93,23.86021505376344,10.0,LY294002,G,8
78,155,150.41290322580645,10.0,LY294002,G,8
81,162,107.45061728395062,10.0,LY294002,G,8
82,80,72.1125,10.0,LY294002,G,8
83,205,99.82926829268293,10.0,LY294002,G,8
84,218,154.41743119266056,10.0,LY294002,G,8
86,386,106.40155440414507,10.0,LY294002,G,8
87,146,124.75342465753425,10.0,LY294002,G,8
90,226,40.52654867256637,10.0,LY294002,G,8
91,260,107.92307692307692,10.0,LY294002,G,8
94,215,135.83255813953488,10.0,LY294002,G,8
95,234,130.85897435897436,10.0,LY294002,G,8
96,217,146.5115207373272,10.0,LY294002,G,8
99,143,27.97902097902098,10.0,LY294002,G,8
101,249,68.20080321285141,10.0,LY294002,G,8
102,220,131.12727272727273,10.0,LY294002,G,8
104,265,33.573584905660375,10.0,LY294002,G,8
105,179,169.82122905027933,10.0,LY294002,G,8
106,168,13.345238095238095,10.0,LY294002,G,8
107,179,168.55307262569832,10.0,LY294002,G,8
108,422,103.66350710900474,10.0,LY294002,G,8
109,234,130.73931623931625,10.0,LY294002,G,8
110,215,23.12093023255814,10.0,LY294002,G,8
111,138,2.072463768115942,10.0,LY294002,G,8
112,173,93.53179190751445,10.0,LY294002,G,8
114,134,56.791044776119406,10.0,LY294002,G,8
115,168,58.67857142857143,10.0,LY294002,G,8
116,221,94.05429864253394,10.0,LY294002,G,8
117,186,2.7204301075268815,10.0,LY294002,G,8
118,204,106.66666666666667,10.0,LY294002,G,8
120,95,168.1157894736842,10.0,LY294002,G,8
121,194,17.850515463917525,10.0,LY294002,G,8
122,257,94.22568093385215,10.0,LY294002,G,8
123,79,128.39240506329114,10.0,LY294002,G,8
124,204,47.029411764705884,10.0,LY294002,G,8
125,218,29.701834862385322,10.0,LY294002,G,8
126,102,135.42156862745097,10.0,LY294002,G,8
127,152,119.0592105263158,10.0,LY294002,G,8
128,166,65.1987951807229,10.0,LY294002,G,8
129,224,154.49107142857142,10.0,LY294002,G,8
130,207,192.10628019323673,10.0,LY294002,G,8
131,150,94.20666666666666,10.0,LY294002,G,8
132,193,183.9015544041451,10.0,LY294002,G,8
133,187,162.12299465240642,10.0,LY294002,G,8
134,163,28.29447852760736,10.0,LY294002,G,8
135,135,129.22222222222223,10.0,LY294002,G,8
136,145,176.91034482758621,10.0,LY294002,G,8
137,145,139.06896551724137,10.0,LY294002,G,8
138,146,196.36301369863014,10.0,LY294002,G,8
139,172,10.226744186046512,10.0,LY294002,G,8
140,94,13.127659574468085,10.0,LY294002,G,8
141,161,132.6583850931677,10.0,LY294002,G,8
142,181,44.88397790055249,10.0,LY294002,G,8
143,147,110.53061224489795,10.0,LY294002,G,8
144,98,5.510204081632653,10.0,LY294002,G,8
146,134,109.29850746268657,10.0,LY294002,G,8
147,199,91.99497487437186,10.0,LY294002,G,8
148,132,92.46212121212122,10.0,LY294002,G,8
149,212,1.599056603773585,10.0,LY294002,G,8
150,157,160.05732484076432,10.0,LY294002,G,8
151,147,19.183673469387756,10.0,LY294002,G,8
152,155,128.75483870967741,10.0,LY294002,G,8
153,135,11.037037037037036,10.0,LY294002,G,8
154,128,9.515625,10.0,LY294002,G,8
155,201,73.34825870646766,10.0,LY294002,G,8
156,139,8.633093525179856,10.0,LY294002,G,8
157,153,119.11764705882354,10.0,LY294002,G,8
158,143,118.85314685314685,10.0,LY294002,G,8
159,61,149.34426229508196,10.0,LY294002,G,8
2,237,78.64556962025317,20.0,LY294002,G,9
3,145,116.22068965517241,20.0,LY294002,G,9
4,143,10.321678321678322,20.0,LY294002,G,9
5,287,45.163763066202094,20.0,LY294002,G,9
6,150,6.3933333333333335,20.0,LY294002,G,9
7,122,11.188524590163935,20.0,LY294002,G,9
9,209,90.85645933014354,20.0,LY294002,G,9
11,184,129.47282608695653,20.0,LY294002,G,9
12,169,29.80473372781065,20.0,LY294002,G,9
13,165,47.35757575757576,20.0,LY294002,G,9
14,158,158.53164556962025,20.0,LY294002,G,9
15,206,92.2135922330097,20.0,LY294002,G,9
16,145,12.993103448275862,20.0,LY294002,G,9
17,236,87.48728813559322,20.0,LY294002,G,9
18,189,130.3015873015873,20.0,LY294002,G,9
19,228,44.65350877192982,20.0,LY294002,G,9
20,272,127.18382352941177,20.0,LY294002,G,9
21,246,24.9390243902439,20.0,LY294002,G,9
22,125,13.192,20.0,LY294002,G,9
23,229,76.70742358078603,20.0,LY294002,G,9
24,220,173.92727272727274,20.0,LY294002,G,9
25,178,118.69101123595506,20.0,LY294002,G,9
26,179,118.29608938547486,20.0,LY294002,G,9
27,151,127.49006622516556,20.0,LY294002,G,9
28,216,110.14351851851852,20.0,LY294002,G,9
29,193,83.03108808290155,20.0,LY294002,G,9
30,187,96.32085561497327,20.0,LY294002,G,9
31,147,130.1156462585034,20.0,LY294002,G,9
32,123,114.66666666666667,20.0,LY294002,G,9
33,130,118.91538461538461,20.0,LY294002,G,9
34,106,139.21698113207546,20.0,LY294002,G,9
35,205,50.546341463414635,20.0,LY294002,G,9
36,320,84.1125,20.0,LY294002,G,9
37,137,115.89781021897811,20.0,LY294002,G,9
38,139,145.73381294964028,20.0,LY294002,G,9
39,159,139.52201257861634,20.0,LY294002,G,9
40,320,115.01875,20.0,LY294002,G,9
41,238,71.13025210084034,20.0,LY294002,G,9
42,188,192.39893617021278,20.0,LY294002,G,9
43,97,118.0721649484536,20.0,LY294002,G,9
45,127,114.34645669291339,20.0,LY294002,G,9
46,173,130.86705202312137,20.0,LY294002,G,9
47,249,125.8995983935743,20.0,LY294002,G,9
48,262,128.91221374045801,20.0,LY294002,G,9
49,200,122.375,20.0,LY294002,G,9
50,182,122.1043956043956,20.0,LY294002,G,9
51,192,40.854166666666664,20.0,LY294002,G,9
53,174,89.01724137931035,20.0,LY294002,G,9
54,103,105.19417475728156,20.0,LY294002,G,9
55,51,66.11764705882354,20.0,LY294002,G,9
57,256,123.66796875,20.0,LY294002,G,9
58,134,96.57462686567165,20.0,LY294002,G,9
59,163,66.09815950920246,20.0,LY294002,G,9
60,261,143.3793103448276,20.0,LY294002,G,9
61,83,104.3855421686747,20.0,LY294002,G,9
62,300,25.933333333333334,20.0,LY294002,G,9
63,159,7.540880503144654,20.0,LY294002,G,9
64,175,8.542857142857143,20.0,LY294002,G,9
65,141,135.88652482269504,20.0,LY294002,G,9
66,84,31.05952380952381,20.0,LY294002,G,9
67,192,127.81770833333333,20.0,LY294002,G,9
68,92,38.90217391304348,20.0,LY294002,G,9
69,155,56.25806451612903,20.0,LY294002,G,9
70,132,122.88636363636364,20.0,LY294002,G,9
71,197,4.791878172588833,20.0,LY294002,G,9
72,181,116.85635359116021,20.0,LY294002,G,9
73,219,153.59817351598173,20.0,LY294002,G,9
74,183,119.5792349726776,20.0,LY294002,G,9
75,129,23.51937984496124,20.0,LY294002,G,9
76,193,155.31088082901553,20.0,LY294002,G,9
77,92,161.7391304347826,20.0,LY294002,G,9
78,241,137.75103734439833,20.0,LY294002,G,9
79,85,154.25882352941176,20.0,LY294002,G,9
80,175,127.48571428571428,20.0,LY294002,G,9
81,187,2.53475935828877,20.0,LY294002,G,9
82,176,90.7784090909091,20.0,LY294002,G,9
83,165,21.8969696969697,20.0,LY294002,G,9
84,100,11.94,20.0,LY294002,G,9
86,209,140.1578947368421,20.0,LY294002,G,9
87,216,126.16203703703704,20.0,LY294002,G,9
88,198,164.62121212121212,20.0,LY294002,G,9
89,124,12.508064516129032,20.0,LY294002,G,9
90,88,107.20454545454545,20.0,LY294002,G,9
91,291,130.07560137457045,20.0,LY294002,G,9
92,197,156.19289340101523,20.0,LY294002,G,9
93,62,27.370967741935484,20.0,LY294002,G,9
94,108,115.19444444444444,20.0,LY294002,G,9
95,165,30.575757575757574,20.0,LY294002,G,9
96,260,120.50769230769231,20.0,LY294002,G,9
97,243,109.13991769547324,20.0,LY294002,G,9
98,203,148.78817733990147,20.0,LY294002,G,9
99,194,77.58762886597938,20.0,LY294002,G,9
100,197,69.40609137055837,20.0,LY294002,G,9
102,184,119.40217391304348,20.0,LY294002,G,9
103,156,104.6025641025641,20.0,LY294002,G,9
104,198,131.75757575757575,20.0,LY294002,G,9
105,154,19.675324675324674,20.0,LY294002,G,9
106,233,42.76394849785408,20.0,LY294002,G,9
107,164,144.8780487804878,20.0,LY294002,G,9
108,156,21.23076923076923,20.0,LY294002,G,9
109,86,56.0,20.0,LY294002,G,9
110,339,6.129793510324483,20.0,LY294002,G,9
111,100,108.42,20.0,LY294002,G,9
112,170,86.46470588235294,20.0,LY294002,G,9
113,173,183.17341040462426,20.0,LY294002,G,9
114,80,23.9625,20.0,LY294002,G,9
115,199,69.60804020100502,20.0,LY294002,G,9
116,247,2.5182186234817814,20.0,LY294002,G,9
117,96,116.05208333333333,20.0,LY294002,G,9
118,148,132.97297297297297,20.0,LY294002,G,9
119,104,107.20192307692308,20.0,LY294002,G,9
120,235,132.9276595744681,20.0,LY294002,G,9
121,155,168.98709677419356,20.0,LY294002,G,9
122,143,140.15384615384616,20.0,LY294002,G,9
123,185,28.227027027027027,20.0,LY294002,G,9
124,233,76.72103004291846,20.0,LY294002,G,9
125,150,85.3,20.0,LY294002,G,9
126,174,167.99425287356323,20.0,LY294002,G,9
127,110,87.30909090909091,20.0,LY294002,G,9
128,160,129.05625,20.0,LY294002,G,9
129,153,123.34640522875817,20.0,LY294002,G,9
130,168,31.964285714285715,20.0,LY294002,G,9
131,141,8.347517730496454,20.0,LY294002,G,9
132,170,80.00588235294117,20.0,LY294002,G,9
133,181,24.392265193370164,20.0,LY294002,G,9
134,238,147.06302521008402,20.0,LY294002,G,9
135,235,210.32765957446807,20.0,LY294002,G,9
136,376,206.98138297872342,20.0,LY294002,G,9
137,190,118.44736842105263,20.0,LY294002,G,9
138,118,137.0593220338983,20.0,LY294002,G,9
139,200,105.96,20.0,LY294002,G,9
140,156,134.82051282051282,20.0,LY294002,G,9
141,189,14.619047619047619,20.0,LY294002,G,9
142,184,111.15217391304348,20.0,LY294002,G,9
144,122,51.15573770491803,20.0,LY294002,G,9
145,203,54.27093596059113,20.0,LY294002,G,9
146,191,77.27748691099477,20.0,LY294002,G,9
147,140,22.457142857142856,20.0,LY294002,G,9
149,159,26.12578616352201,20.0,LY294002,G,9
151,118,166.61864406779662,20.0,LY294002,G,9
152,126,139.5079365079365,20.0,LY294002,G,9
153,226,77.54424778761062,20.0,LY294002,G,9
154,129,127.40310077519379,20.0,LY294002,G,9
155,167,110.24550898203593,20.0,LY294002,G,9
156,211,122.6303317535545,20.0,LY294002,G,9
157,189,215.2962962962963,20.0,LY294002,G,9
158,183,112.53551912568307,20.0,LY294002,G,9
159,132,19.181818181818183,20.0,LY294002,G,9
160,412,49.93689320388349,20.0,LY294002,G,9
161,234,45.136752136752136,20.0,LY294002,G,9
162,132,132.37121212121212,20.0,LY294002,G,9
163,113,98.46017699115045,20.0,LY294002,G,9
164,124,105.40322580645162,20.0,LY294002,G,9
165,221,133.74660633484163,20.0,LY294002,G,9
166,205,116.27317073170731,20.0,LY294002,G,9
167,76,120.75,20.0,LY294002,G,9
168,145,92.03448275862068,20.0,LY294002,G,9
169,76,76.0657894736842,20.0,LY294002,G,9
170,56,70.42857142857143,20.0,LY294002,G,9
5,151,18.09933774834437,40.0,LY294002,G,10
10,234,1.1111111111111112,40.0,LY294002,G,10
11,160,74.75625,40.0,LY294002,G,10
12,101,80.35643564356435,40.0,LY294002,G,10
13,174,86.2816091954023,40.0,LY294002,G,10
14,191,68.75392670157068,40.0,LY294002,G,10
15,195,81.28205128205128,40.0,LY294002,G,10
16,196,76.15816326530613,40.0,LY294002,G,10
17,197,127.4010152284264,40.0,LY294002,G,10
18,190,124.11052631578947,40.0,LY294002,G,10
19,58,7.103448275862069,40.0,LY294002,G,10
20,155,50.18709677419355,40.0,LY294002,G,10
21,191,15.356020942408376,40.0,LY294002,G,10
22,131,61.47328244274809,40.0,LY294002,G,10
23,154,87.50649350649351,40.0,LY294002,G,10
24,189,17.6984126984127,40.0,LY294002,G,10
25,65,24.53846153846154,40.0,LY294002,G,10
27,182,102.31318681318682,40.0,LY294002,G,10
28,186,5.172043010752688,40.0,LY294002,G,10
30,287,9.714285714285714,40.0,LY294002,G,10
31,189,1.6243386243386244,40.0,LY294002,G,10
32,146,42.28767123287671,40.0,LY294002,G,10
33,124,37.0,40.0,LY294002,G,10
34,175,3.7714285714285714,40.0,LY294002,G,10
35,129,3.86046511627907,40.0,LY294002,G,10
36,73,6.1506849315068495,40.0,LY294002,G,10
37,270,129.1962962962963,40.0,LY294002,G,10
38,161,5.9813664596273295,40.0,LY294002,G,10
39,53,64.11320754716981,40.0,LY294002,G,10
40,163,4.8343558282208585,40.0,LY294002,G,10
42,132,16.954545454545453,40.0,LY294002,G,10
43,146,89.63698630136986,40.0,LY294002,G,10
45,126,76.9920634920635,40.0,LY294002,G,10
46,395,106.38987341772152,40.0,LY294002,G,10
47,183,75.37704918032787,40.0,LY294002,G,10
48,310,84.02580645161291,40.0,LY294002,G,10
49,173,29.606936416184972,40.0,LY294002,G,10
50,101,8.702970297029703,40.0,LY294002,G,10
53,151,66.49668874172185,40.0,LY294002,G,10
56,125,12.8,40.0,LY294002,G,10
57,158,10.670886075949367,40.0,LY294002,G,10
58,129,60.34108527131783,40.0,LY294002,G,10
59,119,13.882352941176471,40.0,LY294002,G,10
60,97,75.37113402061856,40.0,LY294002,G,10
61,122,40.65573770491803,40.0,LY294002,G,10
62,187,120.29946524064171,40.0,LY294002,G,10
63,159,39.113207547169814,40.0,LY294002,G,10
65,192,77.78645833333333,40.0,LY294002,G,10
66,136,75.70588235294117,40.0,LY294002,G,10
67,170,75.14117647058823,40.0,LY294002,G,10
69,242,113.94628099173553,40.0,LY294002,G,10
70,108,235.75925925925927,40.0,LY294002,G,10
72,164,97.1951219512195,40.0,LY294002,G,10
74,80,50.85,40.0,LY294002,G,10
75,140,6.521428571428571,40.0,LY294002,G,10
76,83,13.63855421686747,40.0,LY294002,G,10
77,128,67.6796875,40.0,LY294002,G,10
78,108,6.944444444444445,40.0,LY294002,G,10
79,247,106.13765182186235,40.0,LY294002,G,10
80,75,55.8,40.0,LY294002,G,10
84,54,67.88888888888889,40.0,LY294002,G,10
85,55,16.945454545454545,40.0,LY294002,G,10
86,90,3.7444444444444445,40.0,LY294002,G,10
87,137,5.072992700729927,40.0,LY294002,G,10
89,136,59.06617647058823,40.0,LY294002,G,10
90,125,66.352,40.0,LY294002,G,10
93,80,37.7375,40.0,LY294002,G,10
94,271,106.85608856088561,40.0,LY294002,G,10
95,211,17.118483412322274,40.0,LY294002,G,10
98,66,66.06060606060606,40.0,LY294002,G,10
99,149,35.22147651006711,40.0,LY294002,G,10
100,115,100.64347826086957,40.0,LY294002,G,10
102,168,27.208333333333332,40.0,LY294002,G,10
103,208,79.27403846153847,40.0,LY294002,G,10
104,184,93.58152173913044,40.0,LY294002,G,10
105,55,83.0,40.0,LY294002,G,10
106,79,69.72151898734177,40.0,LY294002,G,10
107,248,147.30645161290323,40.0,LY294002,G,10
108,176,16.602272727272727,40.0,LY294002,G,10
110,132,64.43939393939394,40.0,LY294002,G,10
111,51,66.90196078431373,40.0,LY294002,G,10
119,184,64.10326086956522,40.0,LY294002,G,10
120,132,64.97727272727273,40.0,LY294002,G,10
121,221,125.5972850678733,40.0,LY294002,G,10
123,208,119.97596153846153,40.0,LY294002,G,10
124,98,86.36734693877551,40.0,LY294002,G,10
126,77,3.7142857142857144,40.0,LY294002,G,10
128,94,64.80851063829788,40.0,LY294002,G,10
129,139,7.424460431654676,40.0,LY294002,G,10
131,283,62.21201413427562,40.0,LY294002,G,10
132,186,98.08064516129032,40.0,LY294002,G,10
133,246,79.97967479674797,40.0,LY294002,G,10
134,132,78.25757575757575,40.0,LY294002,G,10
135,67,118.76119402985074,40.0,LY294002,G,10
136,136,68.0,40.0,LY294002,G,10
137,222,49.369369369369366,40.0,LY294002,G,10
138,187,50.42780748663102,40.0,LY294002,G,10
139,93,32.81720430107527,40.0,LY294002,G,10
141,375,83.51466666666667,40.0,LY294002,G,10
142,119,107.22689075630252,40.0,LY294002,G,10
143,184,12.527173913043478,40.0,LY294002,G,10
144,293,8.921501706484642,40.0,LY294002,G,10
145,157,46.47770700636943,40.0,LY294002,G,10
146,162,85.44444444444444,40.0,LY294002,G,10
147,172,28.156976744186046,40.0,LY294002,G,10
149,197,91.36548223350253,40.0,LY294002,G,10
150,136,145.23529411764707,40.0,LY294002,G,10
151,66,3.1515151515151514,40.0,LY294002,G,10
152,181,15.226519337016574,40.0,LY294002,G,10
153,285,25.03157894736842,40.0,LY294002,G,10
154,176,84.42613636363636,40.0,LY294002,G,10
156,264,71.02651515151516,40.0,LY294002,G,10
157,243,65.60905349794238,40.0,LY294002,G,10
158,113,3.4601769911504423,40.0,LY294002,G,10
159,229,100.28384279475982,40.0,LY294002,G,10
160,155,83.89032258064516,40.0,LY294002,G,10
161,152,6.059210526315789,40.0,LY294002,G,10
162,200,86.85,40.0,LY294002,G,10
163,516,83.89341085271317,40.0,LY294002,G,10
164,149,161.5503355704698,40.0,LY294002,G,10
165,106,76.95283018867924,40.0,LY294002,G,10
166,170,6.247058823529412,40.0,LY294002,G,10
168,176,23.829545454545453,40.0,LY294002,G,10
169,214,20.2803738317757,40.0,LY294002,G,10
170,84,30.55952380952381,40.0,LY294002,G,10
171,197,82.248730964467,40.0,LY294002,G,10
172,201,83.2636815920398,40.0,LY294002,G,10
173,226,73.24778761061947,40.0,LY294002,G,10
175,170,97.2,40.0,LY294002,G,10
176,367,74.39509536784742,40.0,LY294002,G,10
177,187,86.07486631016043,40.0,LY294002,G,10
179,389,95.97686375321337,40.0,LY294002,G,10
180,173,89.67052023121387,40.0,LY294002,G,10
181,143,83.16783216783217,40.0,LY294002,G,10
182,86,13.720930232558139,40.0,LY294002,G,10
183,158,40.60126582278481,40.0,LY294002,G,10
184,176,61.53409090909091,40.0,LY294002,G,10
185,127,55.71653543307087,40.0,LY294002,G,10
186,165,54.78787878787879,40.0,LY294002,G,10
187,116,16.129310344827587,40.0,LY294002,G,10
189,178,69.30898876404494,40.0,LY294002,G,10
1,206,153.0728155339806,80.0,LY294002,G,11
2,53,97.9245283018868,80.0,LY294002,G,11
3,214,111.20560747663552,80.0,LY294002,G,11
4,129,98.31007751937985,80.0,LY294002,G,11
5,166,113.83132530120481,80.0,LY294002,G,11
6,141,106.04255319148936,80.0,LY294002,G,11
7,259,104.42084942084942,80.0,LY294002,G,11
8,226,133.05752212389382,80.0,LY294002,G,11
9,80,95.7625,80.0,LY294002,G,11
10,182,98.81318681318682,80.0,LY294002,G,11
11,158,108.73417721518987,80.0,LY294002,G,11
12,259,119.56756756756756,80.0,LY294002,G,11
13,104,33.61538461538461,80.0,LY294002,G,11
14,146,130.25342465753425,80.0,LY294002,G,11
15,209,130.41148325358853,80.0,LY294002,G,11
16,156,138.32692307692307,80.0,LY294002,G,11
17,106,117.08490566037736,80.0,LY294002,G,11
18,156,105.67948717948718,80.0,LY294002,G,11
19,131,104.77099236641222,80.0,LY294002,G,11
20,159,28.572327044025158,80.0,LY294002,G,11
21,234,8.790598290598291,80.0,LY294002,G,11
28,138,160.70289855072463,80.0,LY294002,G,11
31,151,118.08609271523179,80.0,LY294002,G,11
33,170,108.38823529411765,80.0,LY294002,G,11
35,147,81.421768707483,80.0,LY294002,G,11
36,186,30.903225806451612,80.0,LY294002,G,11
37,81,49.2962962962963,80.0,LY294002,G,11
38,198,128.3030303030303,80.0,LY294002,G,11
39,112,52.035714285714285,80.0,LY294002,G,11
40,221,139.78733031674207,80.0,LY294002,G,11
41,225,8.488888888888889,80.0,LY294002,G,11
44,206,146.8398058252427,80.0,LY294002,G,11
47,68,112.36764705882354,80.0,LY294002,G,11
49,137,124.08759124087591,80.0,LY294002,G,11
50,178,94.19662921348315,80.0,LY294002,G,11
51,421,91.458432304038,80.0,LY294002,G,11
52,208,77.85096153846153,80.0,LY294002,G,11
53,188,100.61170212765957,80.0,LY294002,G,11
54,104,137.16346153846155,80.0,LY294002,G,11
55,125,7.8,80.0,LY294002,G,11
56,153,56.209150326797385,80.0,LY294002,G,11
57,203,148.11822660098522,80.0,LY294002,G,11
58,121,5.43801652892562,80.0,LY294002,G,11
59,159,150.22641509433961,80.0,LY294002,G,11
60,117,7.538461538461538,80.0,LY294002,G,11
62,98,83.9795918367347,80.0,LY294002,G,11
63,146,150.22602739726028,80.0,LY294002,G,11
66,185,159.98918918918918,80.0,LY294002,G,11
67,214,1.4018691588785046,80.0,LY294002,G,11
68,240,20.445833333333333,80.0,LY294002,G,11
71,200,166.85,80.0,LY294002,G,11
72,119,3.3949579831932772,80.0,LY294002,G,11
73,232,2.0258620689655173,80.0,LY294002,G,11
75,339,4.386430678466077,80.0,LY294002,G,11
76,114,3.1140350877192984,80.0,LY294002,G,11
77,224,24.973214285714285,80.0,LY294002,G,11
79,235,124.05531914893616,80.0,LY294002,G,11
80,127,63.00787401574803,80.0,LY294002,G,11
81,197,143.15736040609136,80.0,LY294002,G,11
82,58,74.29310344827586,80.0,LY294002,G,11
83,112,85.6875,80.0,LY294002,G,11
84,201,106.88059701492537,80.0,LY294002,G,11
85,59,89.77966101694915,80.0,LY294002,G,11
86,143,154.30769230769232,80.0,LY294002,G,11
88,227,110.42290748898678,80.0,LY294002,G,11
89,197,19.34010152284264,80.0,LY294002,G,11
90,123,44.94308943089431,80.0,LY294002,G,11
92,186,106.17204301075269,80.0,LY294002,G,11
94,90,122.73333333333333,80.0,LY294002,G,11
98,66,85.5,80.0,LY294002,G,11
100,95,118.71578947368421,80.0,LY294002,G,11
101,245,62.56734693877551,80.0,LY294002,G,11
104,176,97.93181818181819,80.0,LY294002,G,11
105,169,148.31360946745562,80.0,LY294002,G,11
106,153,82.52941176470588,80.0,LY294002,G,11
107,208,141.3028846153846,80.0,LY294002,G,11
108,198,129.06060606060606,80.0,LY294002,G,11
109,92,101.65217391304348,80.0,LY294002,G,11
110,122,30.15573770491803,80.0,LY294002,G,11
111,54,63.333333333333336,80.0,LY294002,G,11
112,193,85.38341968911917,80.0,LY294002,G,11
113,160,59.84375,80.0,LY294002,G,11
114,79,10.08860759493671,80.0,LY294002,G,11
115,78,10.717948717948717,80.0,LY294002,G,11
117,65,83.67692307692307,80.0,LY294002,G,11
118,63,72.88888888888889,80.0,LY294002,G,11
119,63,75.80952380952381,80.0,LY294002,G,11
123,179,102.03351955307262,80.0,LY294002,G,11
126,162,118.87654320987654,80.0,LY294002,G,11
129,207,81.2415458937198,80.0,LY294002,G,11
130,112,1.2142857142857142,80.0,LY294002,G,11
131,138,13.659420289855072,80.0,LY294002,G,11
135,65,16.215384615384615,80.0,LY294002,G,11
137,111,11.594594594594595,80.0,LY294002,G,11
138,60,114.11666666666666,80.0,LY294002,G,11
140,80,98.1875,80.0,LY294002,G,11
143,345,181.34202898550726,80.0,LY294002,G,11
144,152,95.82894736842105,80.0,LY294002,G,11
145,94,18.659574468085108,80.0,LY294002,G,11
146,143,87.26573426573427,80.0,LY294002,G,11
147,214,52.57943925233645,80.0,LY294002,G,11
148,144,6.770833333333333,80.0,LY294002,G,11
149,52,108.32692307692308,80.0,LY294002,G,11
150,329,21.908814589665653,80.0,LY294002,G,11
152,97,57.876288659793815,80.0,LY294002,G,11
153,210,71.14761904761905,80.0,LY294002,G,11
154,182,79.4010989010989,80.0,LY294002,G,11
155,158,80.65189873417721,80.0,LY294002,G,11
157,147,61.69387755102041,80.0,LY294002,G,11
158,147,7.503401360544218,80.0,LY294002,G,11
159,76,81.44736842105263,80.0,LY294002,G,11
160,89,29.179775280898877,80.0,LY294002,G,11
161,72,41.513888888888886,80.0,LY294002,G,11
162,67,33.62686567164179,80.0,LY294002,G,11
163,613,105.36867862969005,80.0,LY294002,G,11
165,165,95.24242424242425,80.0,LY294002,G,11
168,161,33.95652173913044,80.0,LY294002,G,11
170,102,82.24509803921569,80.0,LY294002,G,11
171,139,113.65467625899281,80.0,LY294002,G,11
172,160,4.95,80.0,LY294002,G,11
173,130,130.6153846153846,80.0,LY294002,G,11
174,223,68.96860986547085,80.0,LY294002,G,11
175,140,78.15,80.0,LY294002,G,11
177,169,6.390532544378698,80.0,LY294002,G,11
178,135,8.044444444444444,80.0,LY294002,G,11
179,261,159.31417624521072,80.0,LY294002,G,11
180,123,150.90243902439025,80.0,LY294002,G,11
181,74,12.527027027027026,80.0,LY294002,G,11
183,290,70.56896551724138,80.0,LY294002,G,11
184,99,15.313131313131313,80.0,LY294002,G,11
185,153,73.18954248366013,80.0,LY294002,G,11
186,134,97.1268656716418,80.0,LY294002,G,11
187,58,93.20689655172414,80.0,LY294002,G,11
1,169,32.64497041420118,0.0,Negative Control,G,12
2,74,4.635135135135135,0.0,Negative Control,G,12
4,208,2.9615384615384617,0.0,Negative Control,G,12
5,197,97.76142131979695,0.0,Negative Control,G,12
